"organizacion","rubro","subrubro","calle","numero","pais","provincia","ciudad","telefono","facebook","web","programa","fecha_distincion","fecha_revalidacion"
"Viñas del Nant y Fall","Enoturismo","Visitas guiadas con degustación","Ruta 259 km 52,5 y Callejon Elian Hugs","S/N","Argentina","Chubut","Trevelin","(0294) 551-5021","https://www.facebook.com/nantyfalltrevelin/","https://www.instagram.com/vinasdelnantyfall/","Directrices de Gestión Turística de Bodegas",2023-10-30,NA
"Hansen Becerra","Enoturismo","Visitas guiadas con degustación","Ruta 16","Km 13200","Argentina","Chubut","Lago Puelo","(0294) 441-0115",NA,"https://www.instagram.com/hansen_becerra","Directrices de Gestión Turística de Bodegas",2023-10-30,NA
"Bodega Adamow","Enoturismo","Visitas guiadas con degustación","Chacra parcela 25","S/N","Argentina","Chubut","Lago Puelo","(0294) 429-5053","Instagram: @bodegaadamow","https://bodegaadamow.com/","Directrices de Gestión Turística de Bodegas",2023-10-30,NA
"Patagonian Wines","Enoturismo","Visitas guiadas con degustación","RN40, km1900","S/N","Argentina","Chubut","El Hoyo","(0297) 429-1124","https://www.facebook.com/patagonianwines","https://patagonianwines.com/","Directrices de Gestión Turística de Bodegas",2023-10-30,NA
"Rainbow Turismo","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Perú","359","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 5382-7001","https://www.facebook.com/RainbowTurismoAccesible","https://www.rainbowturismo.tur.ar/","Directrices de Accesibilidad",2023-10-30,NA
"Dz Travel","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Suipacha","760","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 5353-5360","https://www.facebook.com/dztravelturismo","https://dztravel.tur.ar/","Directrices de Accesibilidad",2023-10-30,NA
"Sentido Patagonia","Agencia de Viajes","Empresa de Viajes y Turismo (EVT) Receptiva","Mitre","442","Argentina","Río Negro","San Carlos De Bariloche","(0294) 436-6310","https://www.facebook.com/Sentidopatagonia","https://sentidopatagonia.com.ar/","Directrices de Accesibilidad",2023-11-01,NA
"Municipalidad de Gualeguay","Organismo Público","Municipalidad","3 de Febrero","80","Argentina","Entre Ríos","Gualeguay","(03444) 424110","https://www.facebook.com/gualeguayteespera","https://turismo.gualeguay.gob.ar/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-02,NA
"Biblioteca Pública","Actividad Cultural","Biblioteca","Plaza Rocha","137","Argentina","Buenos Aires","La Plata","(0221) 423-6607","https://www.facebook.com/BibPublicaUNLP","https://www.biblio.unlp.edu.ar/","Sello Igualdad",2023-11-02,NA
"Amau Hotel","Alojamiento","Hotel 3 estrellas","Avenida 51","692","Argentina","Buenos Aires","La Plata","(0221) 445-4261","https://www.facebook.com/amauhotel","https://amau.com.ar/","Sello Igualdad",2023-11-02,NA
"Centro de Arte","Actividad Cultural","Museo","Calle 48","575","Argentina","Buenos Aires","La Plata","(0221) 644-7131","https://www.facebook.com/centrodeartedelaunlp","https://www.centrodearte.unlp.edu.ar","Sello Igualdad",2023-11-02,NA
"Municipalidad de Villaguay","Organismo Público","Municipalidad","Jose de San Martín","250","Argentina","Entre Ríos","Villaguay","03455 - 421331/ 421008/ 421747","https://www.facebook.com/municipalidaddevillaguay","https://turismo-villaguay.web.app/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-03,NA
"Filomena Café & Restó","Gastronomía","Restaurante","Bolívar","1301","Argentina","Corrientes","Corrientes","(0379) 443-6020","https://www.facebook.com/FilomenaCafeResto","https://www.instagram.com/filomenacaferesto/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"Posada de las Huellas","Gastronomía","Restaurante","Armengol Alegre","198","Argentina","Corrientes","Loreto","(0379) 428-0342","https://www.facebook.com/posadadelashuellas/","https://posada-de-las-huellas.business.site/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"Dulce Tentación","Gastronomía","Casa de Té","Libertad","1845","Argentina","Corrientes","San Miguel","(0379) 154-519195",NA,"https://www.instagram.com/dulce_tentacionsanmiguel/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"Karakatú","Gastronomía","Casa de Té","Avenida San Martín","S/N","Argentina","Corrientes","San Miguel","(0379) 402-3726",NA,"https://www.instagram.com/karakatu2020/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"La Felipa","Gastronomía","Confitería","Salta","498","Argentina","Corrientes","Corrientes","(0379) 452-5086","https://www.facebook.com/lafelipa.meriendas/","https://www.instagram.com/lafelipa.meriendas/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"Yacarú Porá","Gastronomía","Restaurante","San Martín","230","Argentina","Corrientes","Concepción","(03784) 45-5800",NA,"https://www.instagram.com/sandoval_reina/","Sello CocinAR - Cocina Argentina",2023-11-13,NA
"Praia Parador","Balneario","Balneario","Bv. Almte Brown","1050","Argentina","Chubut","Puerto Madryn","(0280) 491-1166","https://www.facebook.com/praiaparador/","https://www.instagram.com/praiaparador/","Directrices de Accesibilidad",2023-11-13,NA
"Dirección de Turismo Concepción","Organismo Público","Dirección","San Martín y Moreno","S/N","Argentina","Entre Ríos","Concepción del Uruguay","(03442) 42-5820","https://www.facebook.com/concepcion.entrerios.3","http://www.concepcionentrerios.tur.ar/","Sello Igualdad",2023-11-13,NA
"Concepcion Viajes y Turismo","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Sarmiento","797","Argentina","Entre Ríos","Concepción del Uruguay","(03442) 51-3095","https://www.facebook.com/p/Concepcion-Viajes-y-Turismo-100049531182445/","https://www.instagram.com/concepcionviajes/","Sello Igualdad",2023-11-13,NA
"Oficina de Turismo Colón","Organismo Público","Oficina de Informes","12 de Abril","500","Argentina","Entre Ríos","Colón","(03447) 42-1233","https://www.facebook.com/turismocoloner","https://www.colonturismo.tur.ar/","Sello Igualdad",2023-11-13,NA
"Termas Concepción","Actividad recreativa y deportiva","Complejo Termal","Av. Artigas","Km 129","Argentina","Entre Ríos","Concepción del Uruguay","(03442) 154-73805",NA,"https://www.termasconcepcion.com/","Sello Igualdad",2023-11-13,NA
"Hotel Colonial","Alojamiento","Hotel 3 estrellas","Los Faroles, esq. Av. Belgrano","S/N","Argentina","Tucumán","Tafí del Valle","(03867) 42-0140","https://www.facebook.com/hotelcolonialtafi/","https://hotelcolonialtafi.com.ar/","Directrices de Accesibilidad",2023-11-20,NA
"Cabañas Ernes Huasi","Alojamiento","Cabañas","Ruta 307","Km 61","Argentina","Tucumán","Tafí del Valle","(03867) 154-94866","https://www.facebook.com/ErnesHuasi",NA,"Directrices de Accesibilidad",2023-11-20,NA
"Hostería La Angostura","Alojamiento","Hostería","24 de Septiembre","484","Argentina","Tucumán","El Mollar","(0381) 430-3644","https://www.facebook.com/tucumanturismo","https://www.tucumanturismo.gov.ar/","Directrices de Accesibilidad",2023-11-20,NA
"Mirador del Tafi","Alojamiento","Hotel 3 estrellas","Ruta Provincial 307","Km 61.2","Argentina","Tucumán","Tafí del Valle","( 03867) 42-1243","https://www.facebook.com/HotelMiradordelTafi","https://www.hotelmiradordeltafi.com.ar/","Directrices de Accesibilidad",2023-11-20,NA
"Ruta del Tejido","Comercio turístico","Artesanías","Peatonal Los Faroles","S/N","Argentina","Tucumán","Tafí del Valle","(0381) 640-5650",NA,"https://www.instagram.com/rutadeltejido","Directrices de Accesibilidad",2023-11-20,NA
"Municipalidad de San Carlos","Organismo Público","Municipalidad","General Güemes","S/N","Argentina","Salta","San Carlos","(03868) 154-52823","https://facebook.com/SanCarlosSaltaArg/","https://www.sancarlossalta.ar/otros-servicios/Direccion-de-Turismo","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-21,NA
"Municipalidad de La Caldera","Organismo Público","Municipalidad","Av. Gral. Güemes","385","Argentina","Salta","Caldera","(0387) 490-0137","https://www.facebook.com/MuniLaCaldera/?locale=es_LA","https://www.municipalidaddelacaldera.gob.ar/turismo1","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-22,NA
"Municipalidad de San Lorenzo","Organismo Público","Municipalidad","25 de mayo","2030","Argentina","Salta","San Lorenzo","(0387) 492 2100 / 1146","https://www.facebook.com/visitsanlorenzo/","https://munisanlorenzo.gob.ar/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-22,NA
"Municipalidad de Choele Choel","Organismo Público","Municipalidad","Kennedy","910","Argentina","Río Negro","Choele Choel","(0298) 154-670077","https://www.facebook.com/ChoeleTurismo/","https://choelechoel.gob.ar/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-22,NA
"Municipalidad de  Río Colorado","Organismo Público","Municipalidad","Moreno","559","Argentina","Río Negro","Río Colorado","(02931) 43-2326","https://www.facebook.com/gobiernoriocolorado","https://riocolorado.gob.ar/turismo/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-22,NA
"Municipalidad de El Carril","Organismo Público","Municipalidad","Gral. Martín Miguel de Güemes","995","Argentina","Salta","El Carril","(0387) 490-8335","https://www.facebook.com/turismoelcarril/?locale=es_LA","https://visitsalta.ar/post/el-carril","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-23,NA
"Municipalidad de Chicoana","Organismo Público","Municipalidad","El Carmen","170","Argentina","Salta","Chicoana","(0387) 475-1040","https://facebook.com/Chicoanaculturaturismo?mibextid=ZbWKwL","https://www.chicoana.tur.ar/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-23,NA
"Municipalidad de Coronel Moldes","Organismo Público","Municipalidad","Sarmiento","108","Argentina","Salta","Coronel Moldes","(03582) 48-9643","https://www.facebook.com/MunicipalidadMoldes/?locale=sw_KE","https://cmoldes.com.ar/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-23,NA
"Municipalidad de Lamarque","Organismo Público","Municipalidad","Dr Molina","988","Argentina","Río Negro","Lamarque","(02946) 49-7157","https://www.facebook.com/p/Municipalidad-de-Lamarque-100064599861777/","https://turismo.rionegro.gov.ar/localidad/lamarque_173","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-23,NA
"Municipalidad de Santa Elena","Organismo Público","Municipalidad","E Perón y Buenos Aires","S/N","Argentina","Entre Ríos","Santa Elena","3437481223","https://www.facebook.com/municipalidadsantaelena","http://www.santaelenaciudad.com.ar/categorias/turismo/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-24,NA
"Municipalidad de Aguaray","Organismo Público","Municipalidad","Av Sarmiento y Pje Arenales","S/N","Argentina","Salta","Aguaray","(03873) 46-1443","https://www.facebook.com/AguarayMuni","http://aguaray.gob.ar/category/noticias/turismo/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-28,NA
"Municipalidad de Esquel","Organismo Público","Municipalidad","Av. Alvear","1120","Argentina","Chubut","Esquel","(02945) 45-1927","https://www.facebook.com/TurismoEsquel","https://www.esquel.tur.ar/","Directrices de Gestión e Innovación de Municipios Turísticos Sostenibles",2023-11-28,NA
"Municipalidad de Esperanza","Organismo Público","Municipalidad","San Martín","1999","Argentina","Santa Fe","Esperanza","(03496) 42-0009",NA,"https://www.esperanza.tur.ar/turismo/","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-30,NA
"Municipalidad de San José de Metán","Organismo Público","Municipalidad","25 de mayo","129","Argentina","Salta","Metán","(03876) 42-440","https://www.facebook.com/municipalidaddesanjosedemetan","https://www.metan.gob.ar/turismo1","Bases para la Gestión Integral de Municipios Turísticos Sostenibles",2023-11-30,NA
"Soy Pride","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Agencia virtual",NA,"Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 153-383-1904",NA,"https://soypride.tur.ar/","Sello Igualdad",2023-12-01,NA
"NH Buenos Aires Florida","Alojamiento","Hotel 4 estrellas","San Martín","839","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 6841-9937",NA,"https://www.nh-hotels.com/es/hotel/nh-buenos-aires-florida","Sello Igualdad",2023-12-01,NA
"Mater Sustentable","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Moldes","1811","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(+54) 9 11 2454-0038","https://www.facebook.com/matersustentable/","https://mater.travel/","Sello Igualdad",2023-12-01,NA
"NH Collection Centro Histórico","Alojamiento","Hotel 5 estrellas","Bolívar","120","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4121-6446",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Buenos Aires City","Alojamiento","Hotel 5 estrellas","Bolívar","160","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4121-6464",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Buenos Aires Latino","Alojamiento","Hotel 4 estrellas","Suipacha","309","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4321-6700",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Collection Jousten","Alojamiento","Hotel 4 estrellas","Av. Corrientes","280","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4321-6750",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Buenos Aires 9 de Julio","Alojamiento","Hotel 4 estrellas","Av. Cerrito","154/156","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4124-7400",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Collection Crillon","Alojamiento","Hotel 4 estrellas","Av. Santa Fe","796","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4310-2000",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"NH Buenos Aires Tango","Alojamiento","Hotel 4 estrellas","Cerrito","550","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4124-6700",NA,"https://www.nh-hotels.com","Sello Igualdad",2023-12-01,NA
"Ciudad Cultural Konex","Actividad Cultural","Centro Cultural","Sarmiento","3131","Argentina","Capital Federal","Ciudad Autónoma de Buenos Aires","(011) 4864-3200","https://www.facebook.com/CIUDADCULTURALKONEX","https://www.cckonex.org/","Sello Igualdad",2023-12-01,NA
"Municipalidad de San Antonio","Organismo Público","Municipalidad","Belgrano","S/N","Argentina","Jujuy","San Antonio","(0388)49-98730","https://www.facebook.com/municipalidaddesanantonio",NA,"Directrices de Gestión Ambiental para Municipios Turísticos",2023-12-01,NA
"Municipalidad de El Carmen","Organismo Público","Municipalidad","Belgrano","301","Argentina","Jujuy","El Carmen",NA,"https://www.facebook.com/municipalidaddeelcarmen",NA,"Directrices de Gestión Ambiental para Municipios Turísticos",2023-12-01,NA
"Municipio de Tornquist","Organismo Público","Municipalidad","Sarmiento","53","Argentina","Buenos Aires","Tornquist","(0291)494-0811",NA,"https://www.sierrasdelaventana.tur.ar","Directrices de Gestión Ambiental para Municipios Turísticos",2023-12-01,NA
"Parque del Encuentro- DOMO","Actividad Cultural","Centro de Interpretación","Prensa Argentina y G. Sayago","S/N","Argentina","Santiago del Estero","Santiago del Estero","(0385)424-2172",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2023-12-01,NA
"FORUM Centro de Convenciones","Eventos","Centro de convenciones","Peru","510","Argentina","Santiago del Estero","Santiago del Estero","(0385)428-3711",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2023-12-01,NA
"Complementos Tour","Agencia de Viajes","Empresa de Viajes y Turismo (EVT)","Hipolito Irigoyen","412","Argentina","Santiago del Estero","Santiago del Estero","(0385) 597-2032","https://complementostour.tur.ar",NA,"Directrices de Sostenibilidad Turística para Organizaciones",2023-12-01,NA
"Casa Argañaraz Alcorta","Actividad Cultural","Centro Cultural","Av Libertad","175","Argentina","Santiago del Estero","Santiago del Estero","(0385)424-2172",NA,NA,"Directrices de Sostenibilidad Turística para Organizaciones",2023-12-01,NA
"Municipalidad de Los Antiguos","Organismo Público","Municipalidad","Lago Buenos Aires","59","Argentina","Santa Cruz","Los Antiguos","(02963) 49-1261",NA,"https://www.instagram.com/losantiguosturismo/?hl=es","Directrices de Gestión e Innovación de Municipios Turísticos Sostenibles",2023-12-04,NA
"Restaurante Viracocha","Gastronomía","Restaurante","Independencia","994","Argentina","Jujuy","San Salvador de Jujuy","(0388) 423-3554",NA,"https://www.instagram.com/viracochajujuy","Sello CocinAR - Cocina Argentina",2023-12-05,NA
"Cafe Dos Chinos","Gastronomía","Casa de Té","General Alvear","731","Argentina","Jujuy","San Salvador de Jujuy","(0388) 422-2447","https://www.facebook.com/cafedoschinos","https://www.instagram.com/cafedoschinos","Sello CocinAR - Cocina Argentina",2023-12-05,NA
"Lola M Resto","Gastronomía","Restaurante","Belgrano","1060","Argentina","Jujuy","San Salvador de Jujuy","(0388) 423-0433",NA,"https://www.instagram.com/lolamresto/?hl=es-la","Sello CocinAR - Cocina Argentina",2023-12-05,NA
